ticker    ,sector                ,region                     ,piotroski_score,altman_score,beneish_score,surprise_score,beat_score,adjustment_score,earnings_quality_score,quality_grade
KMK       ,Information Technology,Europe                     ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
ALSOG     ,Industrials           ,Europe                     ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
MDG       ,Health Care           ,Europe                     ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
ALREW     ,Communication Services,Europe                     ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
LUMI      ,Consumer Discretionary,Europe                     ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
KTCG      ,Information Technology,Europe                     ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
ORTHEX    ,Consumer Discretionary,Europe                     ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
CONSTI    ,Industrials           ,Europe                     ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
G2M       ,Consumer Discretionary,Europe                     ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
HKY       ,Consumer Discretionary,Europe                     ,50.0           ,50.0        ,50.0         ,50.0          ,100       ,50.0            ,57.5                  ,C
DPP       ,Consumer Discretionary,Europe                     ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
NANOFH    ,Health Care           ,Europe                     ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
CLR       ,Industrials           ,Europe                     ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
CTEK      ,Industrials           ,Europe                     ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
CINPHA    ,Health Care           ,Europe                     ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
BBSN      ,Communication Services,Europe                     ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
BMS       ,Industrials           ,Europe                     ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
OPTOMED   ,Health Care           ,Europe                     ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
EMBELL    ,Consumer Discretionary,Europe                     ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
CLA       ,Information Technology,Europe                     ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
ACCON     ,Information Technology,Europe                     ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
ALCAT     ,Consumer Discretionary,Europe                     ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
WTN       ,Consumer Discretionary,Europe                     ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
AAC       ,Industrials           ,Europe                     ,50.0           ,50.0        ,50.0         ,50.0          ,100       ,50.0            ,57.5                  ,C
OMDA      ,Health Care           ,Europe                     ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
AIFORIA   ,Health Care           ,Europe                     ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
AGFB      ,Health Care           ,Europe                     ,50.0           ,50.0        ,50.0         ,50.0          ,100       ,50.0            ,57.5                  ,C
FVA       ,Consumer Staples      ,Europe                     ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
ADPL      ,Consumer Discretionary,Europe                     ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
IGP       ,Information Technology,Europe                     ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
HP3A      ,Industrials           ,Europe                     ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
PEBB      ,Communication Services,Europe                     ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
ATEME     ,Information Technology,Europe                     ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
SKL       ,Information Technology,Europe                     ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
NORSE     ,Industrials           ,Europe                     ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
INFRA     ,Information Technology,Europe                     ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
TENG      ,Industrials           ,Europe                     ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
ALRIB     ,Information Technology,Europe                     ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
ATG       ,Communication Services,Europe                     ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
ALODC     ,Consumer Staples      ,Europe                     ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
IKA       ,Industrials           ,Europe                     ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
H2A       ,Energy                ,Europe                     ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
GURN      ,Materials             ,Europe                     ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
MARE      ,Industrials           ,Europe                     ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
