ticker    ,name                                                                                   ,sector                ,industry                                             ,exchange,market_cap,enterprise_value,last_price,price_target,composite_quality_score,quality_tier
MOH       ,Molina Healthcare Inc.                                                                 ,Health Care           ,Health Care Providers and Services                   ,NYSE    ,9230.93   ,8861.93         ,179.59    ,186.6875    ,49.94979763387298      ,Below Avg
5269      ,ASMedia Technology Inc.                                                                ,Information Technology,Semiconductors and Semiconductor Equipment           ,TWSE    ,3052.9    ,2927.3          ,1290.0    ,2120.4      ,49.9439601494396       ,Below Avg
PBH       ,Premium Brands Holdings Corporation                                                    ,Consumer Staples      ,Food Products                                        ,TSX     ,3585.38   ,6054.19         ,93.6      ,127.1818    ,49.93851183063513      ,Below Avg
RVTY      ,Revvity Inc.                                                                           ,Health Care           ,Life Sciences Tools and Services                     ,NYSE    ,12335.27  ,14772.88        ,108.8     ,116.1875    ,49.93384184308842      ,Below Avg
TIN       ,Cornish Metals plc                                                                     ,Materials             ,Metals and Mining                                    ,AIM     ,217.84    ,172.47          ,1.265     ,1.5         ,49.927381693648826     ,Below Avg
PIA       ,Piaggio & C. SpA                                                                       ,Consumer Discretionary,Automobiles                                          ,BIT     ,730.32    ,1360.62         ,1.744     ,2.375       ,49.92403486924035      ,Below Avg
HNRG      ,Hallador Energy Company                                                                ,Utilities             ,Independent Power and Renewable Electricity Producers,NasdaqCM,859.76    ,900.33          ,18.49     ,26.6667     ,49.91267123287672      ,Below Avg
688019    ,Anji Microelectronics Technology (Shanghai) Co. Ltd.                                   ,Information Technology,Semiconductors and Semiconductor Equipment           ,SHSE    ,6541.57   ,6462.66         ,269.77    ,300.8633    ,49.91212640099627      ,Below Avg
HGV       ,Hilton Grand Vacations Inc.                                                            ,Consumer Discretionary,Hotels Restaurants and Leisure                       ,NYSE    ,3858.85   ,11060.85        ,45.11     ,52.0        ,49.90807907845579      ,Below Avg
A068270   ,Celltrion Inc.                                                                         ,Health Care           ,Biotechnology                                        ,KOSE    ,31700.32  ,33137.01        ,210000.0  ,235751.7727 ,49.901852428393525     ,Below Avg
300395    ,Hubei Feilihua Quartz Glass Co. Ltd.                                                   ,Materials             ,Chemicals                                            ,SZSE    ,7217.11   ,7188.95         ,96.06     ,86.95       ,49.893835616438366     ,Below Avg
ALA       ,AltaGas Ltd.                                                                           ,Utilities             ,Gas Utilities                                        ,TSX     ,9389.11   ,17770.98        ,41.07     ,47.0        ,49.89259028642591      ,Below Avg
MDLZ      ,Mondelez International Inc.                                                            ,Consumer Staples      ,Food Products                                        ,NasdaqGS,75447.26  ,96065.26        ,58.47     ,67.0208     ,49.8879202988792       ,Below Avg
600201    ,Jinyu Bio-technology Co. Ltd.                                                          ,Health Care           ,Biotechnology                                        ,SHSE    ,2837.39   ,2666.43         ,18.05     ,13.0667     ,49.88745330012454      ,Below Avg
LEVI      ,Levi Strauss & Co.                                                                     ,Consumer Discretionary,Textiles Apparel and Luxury Goods                    ,NYSE    ,7762.49   ,9219.19         ,19.88     ,27.1429     ,49.88247198007472      ,Below Avg
2618      ,JD Logistics Inc.                                                                      ,Industrials           ,Air Freight and Logistics                            ,SEHK    ,8822.19   ,8508.32         ,11.19     ,16.6854     ,49.879981320049815     ,Below Avg
KNF       ,Knife River Corporation                                                                ,Materials             ,Construction Materials                               ,NYSE    ,3806.13   ,5013.13         ,67.17     ,96.0        ,49.85740971357409      ,Below Avg
2070      ,Saudi Pharmaceutical Industries and Medical Appliances Corporation                     ,Health Care           ,Pharmaceuticals                                      ,SASE    ,878.93    ,1209.9          ,27.62     ,30.4        ,49.85694271481943      ,Below Avg
ORCL      ,Oracle Corporation                                                                     ,Information Technology,Software                                             ,NYSE    ,472859.74 ,585329.74       ,164.58    ,288.2613    ,49.8542185554172       ,Below Avg
CWC       ,CEWE Stiftung & Co. KGaA                                                               ,Industrials           ,Commercial Services and Supplies                     ,XTRA    ,815.13    ,810.39          ,101.0     ,137.6667    ,49.85118306351185      ,Below Avg
